[Node],name,node_id,QEM_reference_node_id,control_type,node_type,control_type_name,x,y,geometry,instruction,capacity,cost,,,,,
,,35,0,0,1,0,67.588,53.131,"<Point><coordinates>67.588000,53.131000</coordinates></Point>",,0,0,,,,,
,,36,0,0,1,0,67.771,49.471,"<Point><coordinates>67.771000,49.471000</coordinates></Point>",,0,0,,,,,
,,37,0,0,1,0,49.776,69.418,"<Point><coordinates>49.776000,69.418000</coordinates></Point>",,0,0,,,,,
,,38,0,0,1,0,36.051,78.3849,"<Point><coordinates>36.051000,78.384900</coordinates></Point>",,0,0,,,,,
,,39,0,0,1,0,43.31,79.727,"<Point><coordinates>43.310000,79.727000</coordinates></Point>",,0,0,,,,,
,,40,0,0,1,0,40.26,79.727,"<Point><coordinates>40.260000,79.727000</coordinates></Point>",,0,0,,,,,
,,41,0,0,1,0,43.31,76.799,"<Point><coordinates>43.310000,76.799000</coordinates></Point>",,0,0,,,,,
,,42,0,0,1,0,40.321,76.799,"<Point><coordinates>40.321000,76.799000</coordinates></Point>",,0,0,,,,,
,,43,0,0,1,0,49.227,79.6659,"<Point><coordinates>49.227000,79.665900</coordinates></Point>",,0,0,,,,,
,,44,0,0,1,0,46.238,79.727,"<Point><coordinates>46.238000,79.727000</coordinates></Point>",,0,0,,,,,
,,45,0,0,1,0,49.227,76.799,"<Point><coordinates>49.227000,76.799000</coordinates></Point>",,0,0,,,,,
,,46,0,0,1,0,46.177,76.6769,"<Point><coordinates>46.177000,76.676900</coordinates></Point>",,0,0,,,,,
,,47,0,0,1,0,55.083,79.727,"<Point><coordinates>55.083000,79.727000</coordinates></Point>",,0,0,,,,,
,,48,0,0,1,0,52.155,79.727,"<Point><coordinates>52.155000,79.727000</coordinates></Point>",,0,0,,,,,
,,49,0,0,1,0,55.022,76.799,"<Point><coordinates>55.022000,76.799000</coordinates></Point>",,0,0,,,,,
,,50,0,0,1,0,52.155,76.799,"<Point><coordinates>52.155000,76.799000</coordinates></Point>",,0,0,,,,,
,,51,0,0,1,0,57.584,79.5439,"<Point><coordinates>57.584000,79.543900</coordinates></Point>",,0,0,,,,,
,,52,0,0,1,0,60.512,76.0669,"<Point><coordinates>60.512000,76.066900</coordinates></Point>",,0,0,,,,,
,,53,0,0,1,0,58.011,76.6769,"<Point><coordinates>58.011000,76.676900</coordinates></Point>",,0,0,,,,,
,,54,0,0,1,0,36.234,74.054,"<Point><coordinates>36.234000,74.054000</coordinates></Point>",,0,0,,,,,
,,55,0,0,1,0,33.184,73.932,"<Point><coordinates>33.184000,73.932000</coordinates></Point>",,0,0,,,,,
,,56,0,0,1,0,36.234,71.431,"<Point><coordinates>36.234000,71.431000</coordinates></Point>",,0,0,,,,,
,,57,0,0,1,0,33.184,71.431,"<Point><coordinates>33.184000,71.431000</coordinates></Point>",,0,0,,,,,
,,58,0,0,1,0,41.968,74.237,"<Point><coordinates>41.968000,74.237000</coordinates></Point>",,0,0,,,,,
,,59,0,0,1,0,39.101,74.115,"<Point><coordinates>39.101000,74.115000</coordinates></Point>",,0,0,,,,,
,,60,0,0,1,0,41.968,71.736,"<Point><coordinates>41.968000,71.736000</coordinates></Point>",,0,0,,,,,
,,61,0,0,1,0,39.101,71.614,"<Point><coordinates>39.101000,71.614000</coordinates></Point>",,0,0,,,,,
,,62,0,0,1,0,47.58,74.298,"<Point><coordinates>47.580000,74.298000</coordinates></Point>",,0,0,,,,,
,,63,0,0,1,0,44.774,74.237,"<Point><coordinates>44.774000,74.237000</coordinates></Point>",,0,0,,,,,
,,64,0,0,1,0,47.58,71.797,"<Point><coordinates>47.580000,71.797000</coordinates></Point>",,0,0,,,,,
,,65,0,0,1,0,44.835,71.736,"<Point><coordinates>44.835000,71.736000</coordinates></Point>",,0,0,,,,,
,,66,0,0,1,0,53.314,74.3589,"<Point><coordinates>53.314000,74.358900</coordinates></Point>",,0,0,,,,,
,,67,0,0,1,0,50.447,74.3589,"<Point><coordinates>50.447000,74.358900</coordinates></Point>",,0,0,,,,,
,,68,0,0,1,0,53.314,72.041,"<Point><coordinates>53.314000,72.041000</coordinates></Point>",,0,0,,,,,
,,69,0,0,1,0,50.508,71.9799,"<Point><coordinates>50.508000,71.979900</coordinates></Point>",,0,0,,,,,
,,70,0,0,1,0,59.353,74.298,"<Point><coordinates>59.353000,74.298000</coordinates></Point>",,0,0,,,,,
,,71,0,0,1,0,56.242,74.42,"<Point><coordinates>56.242000,74.420000</coordinates></Point>",,0,0,,,,,
,,72,0,0,1,0,59.231,72.407,"<Point><coordinates>59.231000,72.407000</coordinates></Point>",,0,0,,,,,
,,73,0,0,1,0,56.303,72.407,"<Point><coordinates>56.303000,72.407000</coordinates></Point>",,0,0,,,,,
,,74,0,0,1,0,61.244,74.3589,"<Point><coordinates>61.244000,74.358900</coordinates></Point>",,0,0,,,,,
,,75,0,0,1,0,61.244,72.956,"<Point><coordinates>61.244000,72.956000</coordinates></Point>",,0,0,,,,,
,,76,0,0,1,0,51.667,69.052,"<Point><coordinates>51.667000,69.052000</coordinates></Point>",,0,0,,,,,
,,77,0,0,1,0,50.447,66.063,"<Point><coordinates>50.447000,66.063000</coordinates></Point>",,0,0,,,,,
,,78,0,0,1,0,53.375,65.758,"<Point><coordinates>53.375000,65.758000</coordinates></Point>",,0,0,,,,,
,,79,0,0,1,0,54.29,68.259,"<Point><coordinates>54.290000,68.259000</coordinates></Point>",,0,0,,,,,
,,80,0,0,1,0,53.558,63.074,"<Point><coordinates>53.558000,63.074000</coordinates></Point>",,0,0,,,,,
,,81,0,0,1,0,50.508,63.013,"<Point><coordinates>50.508000,63.013000</coordinates></Point>",,0,0,,,,,
,,82,0,0,1,0,53.558,60.207,"<Point><coordinates>53.558000,60.207000</coordinates></Point>",,0,0,,,,,
,,83,0,0,1,0,50.691,60.024,"<Point><coordinates>50.691000,60.024000</coordinates></Point>",,0,0,,,,,
,,84,0,0,1,0,55.632,63.135,"<Point><coordinates>55.632000,63.135000</coordinates></Point>",,0,0,,,,,
,,85,0,0,1,0,56.669,60.207,"<Point><coordinates>56.669000,60.207000</coordinates></Point>",,0,0,,,,,
,,86,0,0,1,0,53.741,57.218,"<Point><coordinates>53.741000,57.218000</coordinates></Point>",,0,0,,,,,
,,87,0,0,1,0,50.813,57.096,"<Point><coordinates>50.813000,57.096000</coordinates></Point>",,0,0,,,,,
,,88,0,0,1,0,53.741,54.229,"<Point><coordinates>53.741000,54.229000</coordinates></Point>",,0,0,,,,,
,,89,0,0,1,0,50.813,54.107,"<Point><coordinates>50.813000,54.107000</coordinates></Point>",,0,0,,,,,
,,90,0,0,1,0,56.547,58.011,"<Point><coordinates>56.547000,58.011000</coordinates></Point>",,0,0,,,,,
,,91,0,0,1,0,56.669,54.229,"<Point><coordinates>56.669000,54.229000</coordinates></Point>",,0,0,,,,,
,,92,0,0,1,0,46.604,47.824,"<Point><coordinates>46.604000,47.824000</coordinates></Point>",,0,0,,,,,
,,93,0,0,1,0,53.863,51.301,"<Point><coordinates>53.863000,51.301000</coordinates></Point>",,0,0,,,,,
,,94,0,0,1,0,50.935,51.179,"<Point><coordinates>50.935000,51.179000</coordinates></Point>",,0,0,,,,,
,,95,0,0,1,0,53.924,48.251,"<Point><coordinates>53.924000,48.251000</coordinates></Point>",,0,0,,,,,
,,96,0,0,1,0,51.057,48.251,"<Point><coordinates>51.057000,48.251000</coordinates></Point>",,0,0,,,,,
,,97,0,0,1,0,59.658,51.85,"<Point><coordinates>59.658000,51.850000</coordinates></Point>",,0,0,,,,,
,,98,0,0,1,0,56.791,51.362,"<Point><coordinates>56.791000,51.362000</coordinates></Point>",,0,0,,,,,
,,99,0,0,1,0,59.902,47.824,"<Point><coordinates>59.902000,47.824000</coordinates></Point>",,0,0,,,,,
,,100,0,0,1,0,56.852,48.373,"<Point><coordinates>56.852000,48.373000</coordinates></Point>",,0,0,,,,,
,,101,0,0,1,0,62.403,47.641,"<Point><coordinates>62.403000,47.641000</coordinates></Point>",,0,0,,,,,
,,102,0,0,1,0,53.985,45.262,"<Point><coordinates>53.985000,45.262000</coordinates></Point>",,0,0,,,,,
,,103,0,0,1,0,51.179,45.201,"<Point><coordinates>51.179000,45.201000</coordinates></Point>",,0,0,,,,,
,,104,0,0,1,0,54.168,42.334,"<Point><coordinates>54.168000,42.334000</coordinates></Point>",,0,0,,,,,
,,105,0,0,1,0,51.118,42.273,"<Point><coordinates>51.118000,42.273000</coordinates></Point>",,0,0,,,,,
,,106,0,0,1,0,60.024,45.445,"<Point><coordinates>60.024000,45.445000</coordinates></Point>",,0,0,,,,,
,,107,0,0,1,0,56.974,45.445,"<Point><coordinates>56.974000,45.445000</coordinates></Point>",,0,0,,,,,
,,108,0,0,1,0,60.085,42.456,"<Point><coordinates>60.085000,42.456000</coordinates></Point>",,0,0,,,,,
,,109,0,0,1,0,57.096,42.334,"<Point><coordinates>57.096000,42.334000</coordinates></Point>",,0,0,,,,,
,,110,0,0,1,0,66.063,45.445,"<Point><coordinates>66.063000,45.445000</coordinates></Point>",,0,0,,,,,
,,111,0,0,1,0,63.074,45.567,"<Point><coordinates>63.074000,45.567000</coordinates></Point>",,0,0,,,,,
,,112,0,0,1,0,66.124,42.395,"<Point><coordinates>66.124000,42.395000</coordinates></Point>",,0,0,,,,,
,,113,0,0,1,0,63.135,42.395,"<Point><coordinates>63.135000,42.395000</coordinates></Point>",,0,0,,,,,
,,114,0,0,1,0,68.381,45.445,"<Point><coordinates>68.381000,45.445000</coordinates></Point>",,0,0,,,,,
,,115,0,0,1,0,68.442,42.456,"<Point><coordinates>68.442000,42.456000</coordinates></Point>",,0,0,,,,,
,,116,0,0,1,0,60.146,39.406,"<Point><coordinates>60.146000,39.406000</coordinates></Point>",,0,0,,,,,
,,117,0,0,1,0,57.279,39.406,"<Point><coordinates>57.279000,39.406000</coordinates></Point>",,0,0,,,,,
,,118,0,0,1,0,60.268,36.417,"<Point><coordinates>60.268000,36.417000</coordinates></Point>",,0,0,,,,,
,,119,0,0,1,0,57.34,36.417,"<Point><coordinates>57.340000,36.417000</coordinates></Point>",,0,0,,,,,
,,120,0,0,1,0,66.124,39.406,"<Point><coordinates>66.124000,39.406000</coordinates></Point>",,0,0,,,,,
,,121,0,0,1,0,63.135,39.406,"<Point><coordinates>63.135000,39.406000</coordinates></Point>",,0,0,,,,,
,,122,0,0,1,0,66.185,36.478,"<Point><coordinates>66.185000,36.478000</coordinates></Point>",,0,0,,,,,
,,123,0,0,1,0,63.196,36.478,"<Point><coordinates>63.196000,36.478000</coordinates></Point>",,0,0,,,,,
,,124,0,0,1,0,68.503,38.186,"<Point><coordinates>68.503000,38.186000</coordinates></Point>",,0,0,,,,,
,,125,0,0,1,0,36.112,68.564,"<Point><coordinates>36.112000,68.564000</coordinates></Point>",,0,0,,,,,
,,126,0,0,1,0,33.245,68.381,"<Point><coordinates>33.245000,68.381000</coordinates></Point>",,0,0,,,,,
,,127,0,0,1,0,36.234,65.575,"<Point><coordinates>36.234000,65.575000</coordinates></Point>",,0,0,,,,,
,,128,0,0,1,0,33.184,65.392,"<Point><coordinates>33.184000,65.392000</coordinates></Point>",,0,0,,,,,
,,129,0,0,1,0,41.846,68.625,"<Point><coordinates>41.846000,68.625000</coordinates></Point>",,0,0,,,,,
,,130,0,0,1,0,39.101,68.503,"<Point><coordinates>39.101000,68.503000</coordinates></Point>",,0,0,,,,,
,,131,0,0,1,0,41.968,65.819,"<Point><coordinates>41.968000,65.819000</coordinates></Point>",,0,0,,,,,
,,132,0,0,1,0,39.101,65.636,"<Point><coordinates>39.101000,65.636000</coordinates></Point>",,0,0,,,,,
,,133,0,0,1,0,46.97,68.808,"<Point><coordinates>46.970000,68.808000</coordinates></Point>",,0,0,,,,,
,,134,0,0,1,0,44.774,68.808,"<Point><coordinates>44.774000,68.808000</coordinates></Point>",,0,0,,,,,
,,135,0,0,1,0,47.58,65.819,"<Point><coordinates>47.580000,65.819000</coordinates></Point>",,0,0,,,,,
,,136,0,0,1,0,44.652,65.758,"<Point><coordinates>44.652000,65.758000</coordinates></Point>",,0,0,,,,,
,,137,0,0,1,0,36.112,62.464,"<Point><coordinates>36.112000,62.464000</coordinates></Point>",,0,0,,,,,
,,138,0,0,1,0,33.184,62.464,"<Point><coordinates>33.184000,62.464000</coordinates></Point>",,0,0,,,,,
,,139,0,0,1,0,36.051,59.658,"<Point><coordinates>36.051000,59.658000</coordinates></Point>",,0,0,,,,,
,,140,0,0,1,0,33.245,59.536,"<Point><coordinates>33.245000,59.536000</coordinates></Point>",,0,0,,,,,
,,141,0,0,1,0,41.907,62.769,"<Point><coordinates>41.907000,62.769000</coordinates></Point>",,0,0,,,,,
,,142,0,0,1,0,39.101,62.647,"<Point><coordinates>39.101000,62.647000</coordinates></Point>",,0,0,,,,,
,,143,0,0,1,0,41.907,59.841,"<Point><coordinates>41.907000,59.841000</coordinates></Point>",,0,0,,,,,
,,144,0,0,1,0,39.101,59.658,"<Point><coordinates>39.101000,59.658000</coordinates></Point>",,0,0,,,,,
,,145,0,0,1,0,47.58,62.952,"<Point><coordinates>47.580000,62.952000</coordinates></Point>",,0,0,,,,,
,,146,0,0,1,0,44.835,62.769,"<Point><coordinates>44.835000,62.769000</coordinates></Point>",,0,0,,,,,
,,147,0,0,1,0,47.763,59.902,"<Point><coordinates>47.763000,59.902000</coordinates></Point>",,0,0,,,,,
,,148,0,0,1,0,44.774,59.841,"<Point><coordinates>44.774000,59.841000</coordinates></Point>",,0,0,,,,,
,,149,0,0,1,0,36.112,56.608,"<Point><coordinates>36.112000,56.608000</coordinates></Point>",,0,0,,,,,
,,150,0,0,1,0,33.123,56.608,"<Point><coordinates>33.123000,56.608000</coordinates></Point>",,0,0,,,,,
,,151,0,0,1,0,36.173,53.68,"<Point><coordinates>36.173000,53.680000</coordinates></Point>",,0,0,,,,,
,,152,0,0,1,0,33.184,53.558,"<Point><coordinates>33.184000,53.558000</coordinates></Point>",,0,0,,,,,
,,153,0,0,1,0,41.968,56.73,"<Point><coordinates>41.968000,56.730000</coordinates></Point>",,0,0,,,,,
,,154,0,0,1,0,39.101,56.73,"<Point><coordinates>39.101000,56.730000</coordinates></Point>",,0,0,,,,,
,,155,0,0,1,0,42.029,53.863,"<Point><coordinates>42.029000,53.863000</coordinates></Point>",,0,0,,,,,
,,156,0,0,1,0,39.162,53.68,"<Point><coordinates>39.162000,53.680000</coordinates></Point>",,0,0,,,,,
,,157,0,0,1,0,47.763,56.852,"<Point><coordinates>47.763000,56.852000</coordinates></Point>",,0,0,,,,,
,,158,0,0,1,0,44.896,56.852,"<Point><coordinates>44.896000,56.852000</coordinates></Point>",,0,0,,,,,
,,159,0,0,1,0,47.885,54.107,"<Point><coordinates>47.885000,54.107000</coordinates></Point>",,0,0,,,,,
,,160,0,0,1,0,44.957,53.985,"<Point><coordinates>44.957000,53.985000</coordinates></Point>",,0,0,,,,,
,,161,0,0,1,0,46.36,51.057,"<Point><coordinates>46.360000,51.057000</coordinates></Point>",,0,0,,,,,
,,162,0,0,1,0,18.361,78.324,"<Point><coordinates>18.361000,78.324000</coordinates></Point>",,0,0,,,,,
,,163,0,0,1,0,24.217,78.324,"<Point><coordinates>24.217000,78.324000</coordinates></Point>",,0,0,,,,,
,,164,0,0,1,0,31.537,79.727,"<Point><coordinates>31.537000,79.727000</coordinates></Point>",,0,0,,,,,
,,165,0,0,1,0,28.609,79.8489,"<Point><coordinates>28.609000,79.848900</coordinates></Point>",,0,0,,,,,
,,166,0,0,1,0,31.598,76.8599,"<Point><coordinates>31.598000,76.859900</coordinates></Point>",,0,0,,,,,
,,167,0,0,1,0,28.548,76.799,"<Point><coordinates>28.548000,76.799000</coordinates></Point>",,0,0,,,,,
,,168,0,0,1,0,17.385,72.59,"<Point><coordinates>17.385000,72.590000</coordinates></Point>",,0,0,,,,,
,,169,0,0,1,0,23.058,72.59,"<Point><coordinates>23.058000,72.590000</coordinates></Point>",,0,0,,,,,
,,170,0,0,1,0,30.256,73.932,"<Point><coordinates>30.256000,73.932000</coordinates></Point>",,0,0,,,,,
,,171,0,0,1,0,27.389,73.81,"<Point><coordinates>27.389000,73.810000</coordinates></Point>",,0,0,,,,,
,,172,0,0,1,0,30.195,71.309,"<Point><coordinates>30.195000,71.309000</coordinates></Point>",,0,0,,,,,
,,173,0,0,1,0,27.389,71.309,"<Point><coordinates>27.389000,71.309000</coordinates></Point>",,0,0,,,,,
,,174,0,0,1,0,17.446,66.795,"<Point><coordinates>17.446000,66.795000</coordinates></Point>",,0,0,,,,,
,,175,0,0,1,0,23.058,66.917,"<Point><coordinates>23.058000,66.917000</coordinates></Point>",,0,0,,,,,
,,176,0,0,1,0,30.378,68.259,"<Point><coordinates>30.378000,68.259000</coordinates></Point>",,0,0,,,,,
,,177,0,0,1,0,27.389,68.32,"<Point><coordinates>27.389000,68.320000</coordinates></Point>",,0,0,,,,,
,,178,0,0,1,0,30.256,65.392,"<Point><coordinates>30.256000,65.392000</coordinates></Point>",,0,0,,,,,
,,179,0,0,1,0,27.45,65.209,"<Point><coordinates>27.450000,65.209000</coordinates></Point>",,0,0,,,,,
,,180,0,0,1,0,17.385,60.878,"<Point><coordinates>17.385000,60.878000</coordinates></Point>",,0,0,,,,,
,,181,0,0,1,0,23.119,61.061,"<Point><coordinates>23.119000,61.061000</coordinates></Point>",,0,0,,,,,
,,182,0,0,1,0,30.256,62.403,"<Point><coordinates>30.256000,62.403000</coordinates></Point>",,0,0,,,,,
,,183,0,0,1,0,27.45,62.281,"<Point><coordinates>27.450000,62.281000</coordinates></Point>",,0,0,,,,,
,,184,0,0,1,0,30.317,59.475,"<Point><coordinates>30.317000,59.475000</coordinates></Point>",,0,0,,,,,
,,185,0,0,1,0,27.328,59.414,"<Point><coordinates>27.328000,59.414000</coordinates></Point>",,0,0,,,,,
,,186,0,0,1,0,17.385,55.022,"<Point><coordinates>17.385000,55.022000</coordinates></Point>",,0,0,,,,,
,,187,0,0,1,0,23.18,55.205,"<Point><coordinates>23.180000,55.205000</coordinates></Point>",,0,0,,,,,
,,188,0,0,1,0,30.317,56.486,"<Point><coordinates>30.317000,56.486000</coordinates></Point>",,0,0,,,,,
,,189,0,0,1,0,27.511,56.425,"<Point><coordinates>27.511000,56.425000</coordinates></Point>",,0,0,,,,,
,,190,0,0,1,0,30.317,53.558,"<Point><coordinates>30.317000,53.558000</coordinates></Point>",,0,0,,,,,
,,191,0,0,1,0,27.511,53.375,"<Point><coordinates>27.511000,53.375000</coordinates></Point>",,0,0,,,,,
,,192,0,0,1,0,36.844,101.8699,"<Point><coordinates>36.844000,101.869900</coordinates></Point>",,0,0,,,,,
,,193,0,0,1,0,43.188,103.0899,"<Point><coordinates>43.188000,103.089900</coordinates></Point>",,0,0,,,,,
,,194,0,0,1,0,40.138,102.9679,"<Point><coordinates>40.138000,102.967900</coordinates></Point>",,0,0,,,,,
,,195,0,0,1,0,43.249,100.4059,"<Point><coordinates>43.249000,100.405900</coordinates></Point>",,0,0,,,,,
,,196,0,0,1,0,40.382,100.3449,"<Point><coordinates>40.382000,100.344900</coordinates></Point>",,0,0,,,,,
,,197,0,0,1,0,47.763,101.8089,"<Point><coordinates>47.763000,101.808900</coordinates></Point>",,0,0,,,,,
,,198,0,0,1,0,53.009,103.0289,"<Point><coordinates>53.009000,103.028900</coordinates></Point>",,0,0,,,,,
,,199,0,0,1,0,52.948,100.3449,"<Point><coordinates>52.948000,100.344900</coordinates></Point>",,0,0,,,,,
,,200,0,0,1,0,37.027,96.0749,"<Point><coordinates>37.027000,96.074900</coordinates></Point>",,0,0,,,,,
,,201,0,0,1,0,43.31,97.3559,"<Point><coordinates>43.310000,97.355900</coordinates></Point>",,0,0,,,,,
,,202,0,0,1,0,40.26,97.3559,"<Point><coordinates>40.260000,97.355900</coordinates></Point>",,0,0,,,,,
,,203,0,0,1,0,43.31,94.5499,"<Point><coordinates>43.310000,94.549900</coordinates></Point>",,0,0,,,,,
,,204,0,0,1,0,40.26,94.4889,"<Point><coordinates>40.260000,94.488900</coordinates></Point>",,0,0,,,,,
,,205,0,0,1,0,49.349,97.2339,"<Point><coordinates>49.349000,97.233900</coordinates></Point>",,0,0,,,,,
,,206,0,0,1,0,46.299,97.3559,"<Point><coordinates>46.299000,97.355900</coordinates></Point>",,0,0,,,,,
,,207,0,0,1,0,49.227,94.4889,"<Point><coordinates>49.227000,94.488900</coordinates></Point>",,0,0,,,,,
,,208,0,0,1,0,46.177,94.5499,"<Point><coordinates>46.177000,94.549900</coordinates></Point>",,0,0,,,,,
,,209,0,0,1,0,53.009,97.4169,"<Point><coordinates>53.009000,97.416900</coordinates></Point>",,0,0,,,,,
,,210,0,0,1,0,52.521,94.5499,"<Point><coordinates>52.521000,94.549900</coordinates></Point>",,0,0,,,,,
,,211,0,0,1,0,36.905,90.1579,"<Point><coordinates>36.905000,90.157900</coordinates></Point>",,0,0,,,,,
,,212,0,0,1,0,43.249,91.5609,"<Point><coordinates>43.249000,91.560900</coordinates></Point>",,0,0,,,,,
,,213,0,0,1,0,40.321,91.5609,"<Point><coordinates>40.321000,91.560900</coordinates></Point>",,0,0,,,,,
,,214,0,0,1,0,43.249,88.4499,"<Point><coordinates>43.249000,88.449900</coordinates></Point>",,0,0,,,,,
,,215,0,0,1,0,40.321,88.6329,"<Point><coordinates>40.321000,88.632900</coordinates></Point>",,0,0,,,,,
,,216,0,0,1,0,49.166,91.4999,"<Point><coordinates>49.166000,91.499900</coordinates></Point>",,0,0,,,,,
,,217,0,0,1,0,46.238,91.4389,"<Point><coordinates>46.238000,91.438900</coordinates></Point>",,0,0,,,,,
,,218,0,0,1,0,49.227,88.7549,"<Point><coordinates>49.227000,88.754900</coordinates></Point>",,0,0,,,,,
,,219,0,0,1,0,46.177,88.5719,"<Point><coordinates>46.177000,88.571900</coordinates></Point>",,0,0,,,,,
,,220,0,0,1,0,52.155,91.4999,"<Point><coordinates>52.155000,91.499900</coordinates></Point>",,0,0,,,,,
,,221,0,0,1,0,52.521,88.4499,"<Point><coordinates>52.521000,88.449900</coordinates></Point>",,0,0,,,,,
,,222,0,0,1,0,36.905,84.3019,"<Point><coordinates>36.905000,84.301900</coordinates></Point>",,0,0,,,,,
,,223,0,0,1,0,43.188,85.6439,"<Point><coordinates>43.188000,85.643900</coordinates></Point>",,0,0,,,,,
,,224,0,0,1,0,40.321,85.7049,"<Point><coordinates>40.321000,85.704900</coordinates></Point>",,0,0,,,,,
,,225,0,0,1,0,43.31,82.7769,"<Point><coordinates>43.310000,82.776900</coordinates></Point>",,0,0,,,,,
,,226,0,0,1,0,40.321,82.5939,"<Point><coordinates>40.321000,82.593900</coordinates></Point>",,0,0,,,,,
,,227,0,0,1,0,49.288,85.6439,"<Point><coordinates>49.288000,85.643900</coordinates></Point>",,0,0,,,,,
,,228,0,0,1,0,46.238,85.7049,"<Point><coordinates>46.238000,85.704900</coordinates></Point>",,0,0,,,,,
,,229,0,0,1,0,49.227,82.8379,"<Point><coordinates>49.227000,82.837900</coordinates></Point>",,0,0,,,,,
,,230,0,0,1,0,46.238,82.8379,"<Point><coordinates>46.238000,82.837900</coordinates></Point>",,0,0,,,,,
,,231,0,0,1,0,52.887,85.5219,"<Point><coordinates>52.887000,85.521900</coordinates></Point>",,0,0,,,,,
,,232,0,0,1,0,55.083,82.8379,"<Point><coordinates>55.083000,82.837900</coordinates></Point>",,0,0,,,,,
,,233,0,0,1,0,52.155,82.6549,"<Point><coordinates>52.155000,82.654900</coordinates></Point>",,0,0,,,,,
,,234,0,0,1,0,12.383,101.8089,"<Point><coordinates>12.383000,101.808900</coordinates></Point>",,0,0,,,,,
